コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
2676,2021/03,72.7,20591230000,886257000,25,38.98,0.0,7.0
2678,2021/05,30.9,422151000000,13923000000,24.5,25.02,1.0,10.0
2681,2021/03,42.8,328358000000,4311000000,34,-,0.0,10.0
2683,2021/02,25.3,10825627000,206981000,10,12.8,1.0,2.0
2685,2021/02,53.1,183870000000,766000000,40,-,0.0,0.0
2686,2021/02,10,65849000000,-12205000000,-,-,0.0,0.0
2687,2021/02,35.4,7318027000,-546992000,14,-,0.0,0.0
2689,2021/06,22.2,112976196000,1540761000,50,28.2,1.0,10.0
2692,2021/03,40.4,656743000000,5023000000,80,24.37,0.0,9.0
2693,2020/12,50.4,11777585000,321615000,5,18.98,0.0,3.0
2694,2021/03,38.1,19733351000,-1868228000,-,-,0.0,0.0
2695,2020/10,51.9,135835000000,350000000,20,-,0.0,10.0
2698,2020/11,44.1,73034000000,1558000000,17,61.36,0.0,3.0
2700,2020/12,31.5,107596500000,-42964000,50,129.49,0.0,8.0
2702,2020/12,75.1,288332000000,31290000000,36,21.73,2.0,10.0
2705,2021/03,15.4,16139168000,-3343618000,-,-,0.0,2.0
2706,2021/02,88.8,6306519000,967642000,26,43.58,0.0,2.0
2708,2021/03,19.5,37854000000,-2336000000,-,-,0.0,0.0
2715,2021/03,53.7,180218000000,5463000000,36,31.26,0.0,0.0
2721,2020/12,78.6,1222163000,-129884000,-,0,0.0,0.0
2722,2021/05,49,20754610000,705549000,12,27.11,0.0,10.0
2726,2021/02,41,108522000000,1383000000,25,814.44,0.0,0.0
2729,2021/03,44.9,80346673000,-2915495000,-,-,0.0,0.0
2730,2021/03,50.2,768113000000,26785000000,46,23.17,5.0,5.0
2733,2021/03,35.6,834033000000,11521000000,95,19.11,5.0,10.0
2734,2020/11,32.1,211702000000,5940000000,20,39.68,0.0,7.0
2735,2021/08,52.6,50702000000,1669000000,22,20.92,1.0,1.0
2736,2021/08,13.6,8724000000,382000000,20,0.01,0.0,0.0
2737,2021/03,26.8,302385000000,4997000000,170,29.6,5.0,6.0
2742,2021/02,48.5,151943000000,7604000000,34,10.79,4.0,11.0
2743,2020/12,24.6,2352287000,-299545000,-,-,0.0,6.0
2747,2021/02,27.9,39762572000,462519000,50,32.8,0.0,11.0
2749,2021/03,33.7,33500908000,2268400000,3.9,63.46,3.0,3.0
2750,2021/03,35,40512200000,910813000,10,16.41,0.0,0.0
2751,2021/04,58.5,27014000000,982000000,8,60.3,0.0,10.0
2752,2020/12,14.6,26805000000,-2971000000,2.5,-,0.0,0.0
2753,2021/03,79.9,22137000000,-2402000000,20,-,0.0,0.0
2754,2021/03,67.3,7079951000,374854000,10,20.92,0.0,10.0
2760,2021/03,31.9,143268000000,4620000000,125,29.91,0.0,0.0
2761,2021/05,85.6,40628295000,1613401000,56,30.47,0.0,10.0
2762,2021/06,22,2102000000,-1747000000,-,-,0.0,1.0
2763,2021/03,39.2,41329000000,5483000000,63,61.16,8.0,10.0
2764,2021/03,16,6266361000,-2458661000,-,-,0.0,0.0
2767,2021/03,56.9,38796000000,-2241000000,10,-,0.0,1.0
2768,2021/03,26.9,1602485000000,27040000000,10,60.67,0.0,10.0
2769,2021/05,31.3,28293000000,29000000,0,-,0.0,0.0
2773,2021/03,67.1,11286207000,1247051000,25,17.25,0.0,0.0
2777,2020/12,48.9,11049075000,755889000,30,25.9,0.0,10.0
2778,2021/02,17.7,18257361000,-1325921000,-,-,0.0,0.0
2780,2021/03,48.8,50723241000,590506000,16,-,0.0,0.0
2782,2021/03,73.8,200682000000,21269000000,65,30.9,9.0,10.0
2784,2021/03,37.2,2610427000000,20672000000,53,44.06,5.0,5.0
2788,2020/12,45.3,19564774000,357037000,5,8.43,1.0,1.0
2789,2021/02,32.3,5294844000,-566112000,-,-,0.0,0.0
2790,2021/03,64.7,234578000000,18221000000,50,10.51,1.0,10.0
2791,2021/05,54.7,221551000000,8599000000,29,6.81,1.0,10.0
2792,2021/05,82.7,45368232000,3767181000,30,40.58,2.0,6.0
2795,2021/03,76.3,5188021000,313708000,20,44.02,0.0,4.0
2796,2021/05,24.3,52324000000,1246000000,14,30.52,0.0,4.0
2798,2021/02,-23.1,8288964000,-1905329000,-,-,0.0,0.0
2801,2021/03,70.3,439411000000,41672000000,45,25.88,6.0,10.0
2802,2021/03,43.3,1071453000000,101121000000,42,29.5,0.0,10.0
2804,2021/03,76.6,17708524000,721058000,35,68.56,1.0,10.0
2805,2021/03,44,114255000000,9448000000,46,8.39,1.0,10.0
2806,2021/03,85.9,15347000000,1393000000,40,27.98,0.0,10.0
2809,2020/11,53,531103000000,28303000000,40,56.57,0.0,0.0
2810,2021/03,69.8,250066000000,19397000000,46,52.95,4.0,5.0
2811,2020/12,49.3,183041000000,10682000000,36,41.91,1.0,1.0
2812,2021/03,86.4,14312360000,695084000,24,118.01,0.0,0.0
2813,2021/03,42.8,9975427000,-244179000,30,-,0.0,9.0
2814,2021/03,91.5,6081691000,697848000,30,64.18,0.0,10.0
2815,2021/03,87.9,49684501000,10046398000,77,33.67,0.0,10.0
2816,2021/03,56.7,21812000000,798000000,18,32.46,0.0,3.0
2818,2021/03,60,8556251000,585344000,23,39.95,0.0,3.0
2819,2021/03,67.1,51334000000,3627000000,42,14.64,4.0,4.0
2820,2021/06,53.1,13619255000,732711000,24,32.65,0.0,4.0
2830,2020/11,66.5,20439267000,780689000,20,29.36,0.0,10.0
2831,2021/03,57,83347208000,3412826000,50,16.76,1.0,3.0
2871,2021/03,50.1,572757000000,32949000000,50,27.01,5.0,10.0
2872,2021/02,50.7,3502405000,17327000,40,25.95,1.0,1.0
2874,2020/09,43.2,115025000000,3412000000,23,57.95,0.0,10.0
2875,2021/03,77.3,340841000000,36460000000,90,28.1,2.0,10.0
2876,2021/03,50.9,16630621000,499552000,10,43.47,0.0,10.0
2877,2021/03,38.2,48897381000,743350000,12,20.72,0.0,0.0
2882,2021/02,34.8,25964000000,261283000,10,-,0.0,6.0
2883,2021/03,76.1,22507264000,954626000,55,47.89,0.0,7.0
2884,2021/02,19.4,29289427000,488298000,-,-,0.0,6.0
2892,2021/03,55,45060000000,1518000000,85,9.93,0.0,1.0
2894,2021/03,41,8307026000,-182591000,3,-,0.0,9.0
2897,2021/03,57.9,506107000000,55532000000,120,28.06,0.0,10.0
2899,2021/03,34.9,102611000000,4688000000,31,29.21,0.0,10.0
2903,2021/03,43.9,45480000000,1097000000,17,27.43,2.0,10.0
2904,2021/06,61.2,34689227000,1735953000,10,5.52,1.0,4.0
2905,2021/03,19.9,7964899000,-422539000,-,0,0.0,9.0
2907,2021/03,55.7,42593240000,631713000,15,19.02,0.0,3.0
2908,2021/03,83.2,64204000000,4317000000,41,36.18,5.0,10.0
2910,2021/04,79.8,43762000000,1107000000,20,72.96,0.0,7.0
2911,2021/03,73.3,8224260000,264827000,35,22.98,0.0,6.0
2914,2020/12,46.9,2092561000000,469054000000,154,88.04,0.0,10.0
2915,2021/03,57.1,68502000000,1976000000,20,27.09,1.0,1.0
2916,2021/03,45.7,19533042000,1081964000,15,29.36,0.0,10.0
2917,2020/09,80,18060775000,342746000,15,41.39,0.0,5.0
2918,2021/02,53.7,194309000000,3332000000,40,103.23,0.0,11.0
2922,2021/03,56.9,49041008000,2253639000,22,14.49,0.0,10.0
2923,2021/04,46.8,46944649000,1933356000,44,13.54,1.0,3.0
2924,2021/03,60.9,13825000000,1184000000,24,20.6,2.0,2.0
2925,2021/02,56.4,46020000000,2711000000,17.5,10.43,7.0,8.0
2926,2020/09,76.1,2881698000,35954000,-,0.17,0.0,0.0
2927,2021/08,33.1,22368000000,2245000000,27.5,20.99,0.0,0.0
2929,2021/07,40.4,46752000000,5673000000,25,7.55,0.0,0.0
2930,2021/02,83.5,9270604000,-,3,40.05,0.0,0.0
2932,2020/12,31.5,23062021000,1310668000,40,7.81,0.0,0.0
2970,2020/12,58.2,4723000000,220000000,-,-,0.0,1.0
2975,2020/11,25.6,39568009000,3281435000,32,33.73,1.0,1.0
2978,2021/07,27.5,1624000000,-358000000,-,-,,
2981,2021/03,53.4,8207378000,672336000,40,32.31,1.0,1.0
2982,2020/12,36.8,16840798000,645752000,2.63,51.76,0.0,0.0
2986,2020/12,18.1,13757440000,1124368000,43,40.56,0.0,0.0
2987,2020/09,41,7027407000,579059000,26,37,0.0,0.0
3001,2020/12,42.8,39639000000,3595000000,16,17.14,2.0,10.0
3002,2021/03,71.1,123649000000,4673000000,115,95.11,3.0,3.0
3003,2020/12,24,339645000000,100596000000,36,37.01,8.0,8.0
3010,2021/03,-15.8,2971588000,-1626724000,-,-,0.0,0.0
3011,2021/03,24.2,3547259000,43608000,2,123.02,0.0,2.0
3020,2021/03,53,39670000000,2373000000,80,11.75,2.0,2.0
3021,2021/05,41.9,5224412000,767788000,30,22.32,3.0,10.0
3023,2021/03,56.3,26727000000,2190000000,38,29.47,4.0,10.0
3024,2021/03,27.5,29629967000,-80423000,-,-,0.0,0.0
3028,2021/06,52.3,233215000000,15088000000,45,14.55,0.0,10.0
3030,2021/02,25.1,3828878000,-1566183000,-,-,0.0,0.0
3031,2021/04,42.6,4364721000,1196169000,17,38.71,3.0,10.0
3034,2021/03,40.9,161832000000,7364000000,28,31.44,1.0,2.0
3035,2021/08,40.3,17285000000,448000000,14,17.73,0.0,2.0
3036,2021/03,28.9,214987000000,5621000000,42,37.24,3.0,10.0
3038,2020/10,39,340870000000,23851000000,15,14.29,0.0,0.0
3040,2020/12,43.8,16457000000,1866000000,12,12.74,1.0,10.0
3041,2021/06,16.5,5348516000,-27272000,-,-,0.0,0.0
3042,2021/03,81.7,1200344000,33050000,2.5,41.3,0.0,7.0
3045,2021/08,80.5,1500000000,312000000,50,11.31,0.0,3.0
3046,2021/08,38.1,63898000000,5049000000,45,35.45,0.0,0.0
3048,2021/08,31.6,834060000000,18217000000,15,16.06,0.0,0.0
3050,2021/02,47.7,471192000000,30254000000,32,23.33,6.0,11.0
3054,2020/12,45.3,21351579000,330665000,9,36.21,0.0,9.0
3059,2021/03,41.5,15962612000,922553000,20,17.38,0.0,2.0
3063,2021/02,1.3,6700762000,-1543155000,1.5,-,0.0,0.0
3064,2020/12,57.5,157337000000,19607000000,9,28.86,8.0,10.0
3065,2021/02,34.2,9226387000,-1215793000,-,-,0.0,2.0
3067,2020/09,30,3975098000,-521128000,-,-,0.0,0.0
3068,2021/03,25.2,15815429000,-1423068000,8,0.02,0.0,0.0
3069,2021/03,17.8,69619945000,-1185351000,4,-,0.0,2.0
3070,2021/01,4.7,2385328000,-788176000,-,-,0.0,3.0
3073,2021/02,-3.1,23483000000,-9703827000,-,-,0.0,0.0
3075,2021/05,54.3,17794000000,603102000,6,0.03,0.0,0.0
3076,2021/06,80.6,46219000000,9447000000,45,36.35,4.0,10.0
3077,2021/03,31.6,2767435000,-989721000,-,-,0.0,0.0
3079,2021/03,38.5,41007008000,847393000,24,43.09,0.0,10.0
3080,2021/02,50.8,26549119000,1247291000,13,14.32,1.0,11.0
3082,2021/06,9.2,5615000000,-1371000000,-,-,0.0,0.0
3083,2021/02,59.9,2718160000,-191725000,-,-,0.0,0.0
3085,2020/12,63.8,38634000000,4538000000,24,32.29,0.0,10.0
3086,2021/02,27.9,319079000000,-24265000000,27,-,0.0,0.0
3087,2021/02,81.4,96141000000,-4319000000,24,-,0.0,0.0
3088,2021/03,66.7,544737000000,31533000000,70,33.3,5.0,10.0
3089,2020/11,66.4,2329608000,-60314000,25,-,0.0,0.0
3091,2020/12,70.1,17272890000,162274000,10,-,0.0,0.0
3092,2021/03,44.1,147402000000,44144000000,41,32.57,1.0,1.0
3093,2021/02,41.1,18735893000,106879000,10,-,0.0,0.0
3094,2021/02,12,79720179000,1306127000,10,5.06,1.0,1.0
3096,2021/03,42.3,66906332000,1468247000,18,14.56,0.0,10.0
3097,2021/06,41,64018515000,2555235000,85,19.9,10.0,10.0
3098,2021/03,69.6,366440000000,10348000000,92,66.74,3.0,10.0
3099,2021/03,41.9,816009000000,-20976000000,9,-,0.0,9.0
3101,2021/03,37.8,337406000000,26657000000,40,84.53,0.0,10.0
3103,2021/03,20.7,110375000000,6018000000,0,8.31,0.0,0.0
3104,2021/03,66.8,36932000000,5285000000,105,26.54,0.0,10.0
3105,2020/12,39.4,457051000000,1248000000,30,36.86,0.0,10.0
3106,2021/03,54.8,122184000000,3206000000,60,56.18,0.0,1.0
3107,2021/03,33.4,1043534000000,35028000000,60,11.96,0.0,0.0
3109,2021/03,37.4,33519000000,1196000000,40,4822.22,0.0,10.0
3110,2021/03,53.7,78727000000,5964000000,45,22.74,1.0,10.0
3111,2021/03,18,6788000000,-187000000,-,-,,
3113,2021/03,61.5,5531707000,-706921000,-,-,0.0,0.0
3116,2021/03,39.6,1272140000000,57103000000,45,21.57,0.0,0.0
3121,2021/03,32.8,1635788000,219915000,2,-,0.0,0.0
3123,2021/03,37.1,6729224000,729248000,14,31.11,0.0,1.0
3125,2021/03,54,2939197000,-230351000,-,-,0.0,0.0
3131,2021/03,28.3,49084536000,819513000,75,18.05,0.0,1.0
3132,2021/03,52.7,553962000000,18769000000,50,28.51,0.0,3.0
3133,2021/03,-90.8,861147000,-933790000,-,-,0.0,0.0
3134,2021/04,77.1,12363688000,2179708000,10,7.1,5.0,6.0
3135,2021/06,41.5,10875993000,54273000,-,-,0.0,2.0
3137,2021/03,33.6,3062696000,-553192000,3,-,0.0,0.0
3138,2020/12,30.2,5144038000,323333000,-,-,0.0,3.0
3139,2020/11,40.4,110837536000,2958939000,30,10.48,5.0,10.0
3140,2021/06,55.4,16787000000,1217000000,4,11.83,0.0,8.0
3141,2021/02,41.2,949652000000,42974000000,28.5,20.21,0.0,0.0
3143,2021/03,32.2,29527372000,537380000,45,40.82,3.0,10.0
3148,2021/05,59,338476000000,18629000000,44,21.45,9.0,10.0
3150,2021/03,46.5,19311987000,1650894000,17,29.24,0.0,0.0
3151,2021/03,33.1,537030000000,-2260000000,12,117.85,3.0,4.0
3153,2021/03,40.8,59194000000,2172000000,20,27.43,0.0,7.0
3154,2021/06,18.8,246787302000,2656768000,21,14.76,0.0,2.0
3156,2021/03,38.6,323815000000,6238000000,85,59.32,0.0,0.0
3157,2021/03,24.4,148649000000,1224000000,21,19.01,0.0,5.0
3159,2021/01,30,171621000000,3882000000,2,8.85,0.0,2.0
3160,2021/05,26.9,54133480000,239367000,9,-,2.0,2.0
3161,2021/04,71,10205983000,793735000,30,18.49,2.0,6.0
3166,2021/03,30.1,101842000000,1943000000,30,19.3,9.0,9.0
3167,2021/03,41.6,196726000000,15226000000,30,41.72,0.0,8.0
3168,2021/08,36.7,62058000000,3197000000,15,15.73,0.0,4.0
3169,2021/01,52.3,10924099000,825971000,8,9.2,0.0,2.0
3172,2021/07,65.7,11719000000,901000000,51,24.01,1.0,1.0
3173,2021/03,31.7,20994612000,72782000,13,37.24,0.0,0.0
3174,2021/08,20.7,18311000000,-71000000,15,-,0.0,0.0
3175,2021/03,4.4,8941797000,-3611540000,-,-,0.0,1.0
3176,2020/09,64.9,76087314000,4791623000,37.5,35.16,1.0,1.0
3177,2021/02,38.4,8453979000,200969000,90,56.5,0.0,3.0
3178,2021/03,24.8,13229571000,-6100147000,-,-,0.0,0.0
3179,2021/03,50.7,33960608000,1613140000,16,35.39,8.0,10.0
3180,2021/04,45.5,19597000000,1001216000,14,9.65,1.0,6.0
3181,2021/02,58.8,4893308000,125896000,6,8.64,2.0,2.0
3182,2021/03,49.8,100061000000,7465000000,-,0,0.0,4.0
3183,2021/03,52.6,62123939000,2255287000,34,61.49,6.0,6.0
3184,2021/03,44.5,26717330000,1460373000,50,13.32,0.0,7.0
3185,2021/03,5.7,6019848000,-450000000,-,-,0.0,0.0
3186,2020/11,30.1,241146000000,6825000000,7,9.54,2.0,2.0
3187,2020/09,44.9,10465467000,49702000,3,-,0.0,2.0
3189,2021/08,23.7,5078000000,-644000000,-,-,0.0,0.0
3190,2021/03,44.2,21348977000,592440000,10,20.66,0.0,9.0
3191,2021/06,70.2,132499000000,11506000000,33.5,25.58,4.0,4.0
3192,2021/02,32.6,5694008000,-172338000,-,-,0.0,0.0
3193,2021/07,31,15590000000,-4662000000,-,-,0.0,0.0
3195,2020/10,46.3,12597785000,244431000,-,-,0.0,2.0
3196,2020/12,33.6,28732560000,1132563000,-,-,0.0,0.0
3197,2020/12,25.8,288434000000,-23031000000,-,-,0.0,0.0
3198,2021/02,43.8,17428854000,-5339087000,-,-,0.0,0.0
3199,2021/03,29.8,114790374000,3282399000,20,17.5,0.0,0.0
3201,2020/11,63.8,104915000000,9048000000,27,26.54,2.0,10.0
3202,2021/03,20.9,4617518000,253792000,-,-,0.0,10.0
3204,2020/12,34.6,14752000000,270000000,10,96.74,0.0,0.0
3205,2021/03,26.9,17299000000,-2527000000,-,-,0.0,0.0
3221,2021/03,56.7,9697002000,-2195075000,-,-,4.0,5.0
3222,2021/02,52,718904000000,19124000000,18,23.2,1.0,5.0
3223,2021/02,-21,2315017000,-744810000,-,0.11,0.0,2.0
3228,2021/08,35.8,134036000000,11653000000,75,16.53,0.0,7.0
3231,2021/03,30.4,580660000000,76333000000,82.5,34.79,8.0,10.0
3232,2021/03,28.7,81179530000,403000000,5,-,4.0,10.0
3236,2021/05,25.5,18886000000,1714000000,2,5.98,0.0,6.0
3238,2021/03,25.5,26029672000,1157085000,12,16.16,5.0,10.0
3241,2020/12,33.6,7957000000,696000000,13.5,33.05,0.0,10.0
3242,2021/06,34.2,20955404000,2321748000,17,41.62,2.0,2.0
3244,2020/11,30.7,101120000000,17355000000,82,31.42,4.0,10.0
3245,2020/09,54.9,27649000000,2603000000,19,56.89,0.0,0.0
3246,2021/01,36.4,9375168000,754281000,15,22.74,1.0,1.0
3248,2020/10,28.8,3566162000,521721000,28,29.44,0.0,1.0
3252,2020/12,34.9,29886000000,2420379000,25,61.17,0.0,0.0
3254,2021/03,51.8,243813000000,29762000000,29,8.19,0.0,0.0
3261,2020/12,41.1,1769603000,137862000,14,60.46,0.0,5.0
3266,2020/11,63,1533000000,71000000,1,148,0.0,6.0
3267,2020/11,55.4,3970760000,130256000,-,146.94,0.0,0.0
3271,2021/06,9.9,18355537000,-2030001000,-,-,0.0,0.0
3275,2021/03,66.1,12299898000,351872000,18,89.17,7.0,7.0
3276,2020/12,47.8,47202957000,2063723000,42,63.02,1.0,1.0
3277,2020/12,50.1,17774555000,847320000,25,54.4,7.0,8.0
3280,2021/02,22.9,16498000000,979000000,14,15.15,0.0,5.0
3284,2021/03,21.2,80222000000,5435000000,24,47.85,2.0,2.0
3286,2021/06,8.1,12337911000,-10450000,16.4,111.14,0.0,6.0
3288,2020/09,41,575951000000,62129000000,80,13.57,1.0,1.0
3289,2021/03,22.5,907735000000,56517000000,16,53.13,6.0,6.0
3291,2021/03,58.2,1456199000000,121263000000,74,21.46,0.0,6.0
3293,2021/03,48.9,14286145000,1151992000,70,36.99,0.0,0.0
3294,2021/03,39.2,20269065000,1472660000,39,25.62,0.0,7.0
3297,2021/05,67,7754089000,575498000,31,20.39,0.0,5.0
3299,2020/12,36,34858000000,2465000000,10,120.53,0.0,0.0
3300,2021/06,21.7,30529613000,978053000,13.6,8.67,0.0,0.0
3302,2020/12,79.5,32332494000,4189982000,45,34.99,0.0,9.0
3306,2021/03,39.6,3275172000,11003000,3,0.03,0.0,0.0
3315,2021/03,50,87883000000,6999000000,4,7.33,0.0,0.0
3316,2021/03,60.3,7471815000,376935000,13,46.35,0.0,5.0
3317,2021/03,62.9,5993287000,149944000,20,25.87,0.0,0.0
3319,2020/12,35.3,33690631000,838953000,5.5,38.44,0.0,0.0
3320,2021/01,45.8,64002000000,2148000000,24,4.75,2.0,5.0
3321,2021/05,59.9,33880617000,924312000,20,23.77,0.0,0.0
3322,2021/03,53.3,16600919000,298678000,7.5,20.09,0.0,1.0
3323,2020/09,49.8,8739202000,-345258000,2,64.94,0.0,0.0
3326,2021/06,3.1,4918160000,-633348000,-,-,0.0,0.0
3328,2020/09,48.3,25872790000,3376051000,20,11.36,2.0,2.0
3329,2021/04,70.8,7029981000,-1134767000,6,-,0.0,0.0
3333,2021/02,71.8,69456001000,6863000000,28,10.01,1.0,11.0
3341,2021/03,26.8,278951000000,8106000000,25,21.17,0.0,1.0
3347,2021/03,23.7,20080231000,527663000,4,209.08,0.0,9.0
3349,2021/05,50,726424000000,33147000000,70,8.38,0.0,0.0
3350,2020/12,2.7,784949000,-1396504000,-,-,0.0,1.0
3352,2021/03,76.6,9451256000,358736000,40,31.18,2.0,2.0
3353,2021/02,36.7,31603667000,1030339000,40,19.24,0.0,0.0
3355,2020/12,49.4,49953440000,2898371000,21,27.4,4.0,10.0
3356,2021/03,46.6,4701898000,540104000,5,18.94,1.0,1.0
3358,2021/03,51.4,1303598000,-94885000,-,-,0.0,2.0
3359,2020/09,53.3,7860026000,288892000,4,16.77,0.0,6.0
3360,2021/03,33.3,497156000000,21800000000,40,28.96,4.0,10.0
3361,2021/04,67.4,22465650000,1686295000,20,24.54,0.0,10.0
3371,2021/03,60.2,24238267000,3226940000,30,18.08,0.0,8.0
3374,2021/03,39.5,26734645000,1049271000,62,11.25,0.0,0.0
3375,2021/03,43.7,9518893000,485403000,45,15.48,1.0,2.0
3376,2021/08,75.1,4679000000,-275000000,-,-,0.0,0.0
3377,2020/11,59.8,22349284000,707606000,7.5,10.57,1.0,4.0
3382,2021/02,38.4,5766718000000,366329000000,98.5,48.61,0.0,11.0
3386,2020/12,76.3,8092000000,752000000,34,13.95,1.0,3.0
3387,2021/02,10.5,74425000000,-14181000000,-,-,0.0,0.0
3388,2021/03,58.4,63910429000,1893474000,60,50.71,0.0,0.0
3391,2021/05,47.1,919303000000,48377000000,167,32.54,10.0,10.0
3392,2021/03,31.4,31725670000,-1467329000,5,-,0.0,0.0
3393,2021/03,52.1,13324687000,21678000,10,-,0.0,1.0
3395,2021/03,67.5,43987362000,-4035949000,44,-,0.0,10.0
3396,2021/02,50.6,33260000000,1504000000,15,2.65,1.0,4.0
3397,2021/03,18.8,134760000000,-7336000000,4.5,-,1.0,1.0
3399,2021/01,28.5,14265342000,322728000,16,27.68,0.0,8.0
3401,2021/03,39.2,836512000000,54931000000,50,-,0.0,0.0
3402,2021/03,43.5,1883600000000,55879000000,9,-,0.0,10.0
3405,2020/12,47.4,541797000000,44341000000,40,575.25,0.0,0.0
3407,2021/03,50.3,2106051000000,171808000000,34,57.42,0.0,10.0
3408,2021/03,74.7,21897350000,849860000,95,28.35,5.0,10.0
3409,2021/03,47.6,615000000,-114830000,-,-,0.0,10.0
3415,2021/02,42.5,14673932000,207403000,-,-,0.0,4.0
3416,2020/12,30.7,2625315000,38985000,-,-,0.0,2.0
3417,2021/03,19.8,271464000000,3010000000,20,9.53,4.0,4.0
3418,2021/07,25.1,8046000000,-1212000000,7.5,18.05,0.0,3.0
3420,2021/03,68.1,27798445000,3297070000,80,22.33,1.0,7.0
3421,2021/07,70.4,37799538000,2764536000,32,18.84,0.0,10.0
3422,2021/03,32.6,44821000000,4464000000,10,3.74,2.0,5.0
3423,2021/03,37.2,22801019000,1185787000,10,47.29,0.0,3.0
3426,2021/06,77,9627427000,630742000,33,30.75,0.0,5.0
3431,2021/03,49.6,55268380000,5501249000,80,14.3,2.0,10.0
3433,2021/03,68.9,39294000000,8669000000,35,27.81,0.0,0.0
3434,2021/03,45.7,47612000000,867000000,25,127.68,0.0,8.0
3435,2021/03,75.2,17940626000,1475542000,26,20.46,6.0,6.0
3436,2020/12,53.1,291333000000,37897000000,27,32.04,0.0,0.0
3437,2021/03,67.9,8314544000,476470000,35.5,14.83,0.0,0.0
3439,2021/06,50.7,13783400000,431313000,55,3.65,0.0,0.0
3440,2021/08,78.9,7534000000,453000000,25,37.61,0.0,0.0
3441,2021/07,46.9,8051000000,262000000,8,2.36,0.0,0.0
3443,2021/03,44.8,115545000000,5565000000,80,7.41,0.0,0.0
3444,2021/04,66.1,4465469000,-816093000,10,-,0.0,5.0
3445,2020/12,40.5,25561984000,4530187000,20,6.81,3.0,5.0
3446,2021/06,66.8,820347000,-271600000,-,-,0.0,1.0
3447,2021/03,64.7,13885758000,1853029000,35,50.25,0.0,2.0
3449,2020/12,70.7,18734268000,1965312000,41,66.51,1.0,1.0
3452,2020/12,17.5,26481000000,1719000000,15,138.95,0.0,0.0
3454,2020/11,24.7,15642498000,2541036000,24,12.72,3.0,3.0
3457,2021/06,22.4,39037708000,2589204000,30,22.9,0.0,0.0
3458,2021/07,26.9,47556000000,5772000000,23,15.54,6.0,7.0
3461,2020/09,41,4547082000,322018000,8,23.19,0.0,3.0
3464,2021/03,25.5,27523846000,2093066000,26,15.37,4.0,5.0
3465,2021/03,22.3,155753311000,12561699000,139,14.58,0.0,0.0
3467,2021/03,25.2,20485383000,1305901000,42,13.1,0.0,0.0
3469,2021/06,27.5,6147971000,173070000,11.5,316.24,0.0,0.0
3475,2020/10,32.4,26323011000,2829209000,34,18.51,0.0,0.0
3477,2021/03,42.9,10765263000,612908000,35,21.07,0.0,1.0
3480,2020/10,42.7,48058282000,4338343000,34,9.55,0.0,0.0
3482,2020/12,15,16979000000,4484000000,24.5,11.48,3.0,3.0
3484,2021/03,28.4,10342680000,731819000,9,27.87,1.0,1.0
3486,2020/12,23.5,26840602000,1365668000,35,13.78,1.0,3.0
3489,2021/03,36.8,18774727000,1068934000,32,25.53,0.0,1.0
3490,2021/02,27.5,7544669000,43764000,-,-,0.0,4.0
3491,2020/10,38.6,63070000000,1888000000,-,-,0.0,4.0
3494,2020/09,23.7,3769291000,611445000,30,18.19,0.0,2.0
3495,2020/09,36.1,7535873000,561371000,48,14.91,3.0,7.0
3496,2020/09,50.3,3814072000,224488000,-,-,0.0,1.0
3497,2021/07,13.9,19057000000,1223000000,7,3.1,1.0,1.0
3498,2021/08,32.1,14295000000,1328000000,20,7.99,0.0,1.0
3501,2021/05,33.5,79702000000,1049000000,35,46.21,0.0,0.0
3512,2021/03,74.9,10005214000,232000000,13,75.05,0.0,2.0
3513,2021/03,73.1,11598000000,323491000,60,75.78,0.0,10.0
3515,2021/03,72.1,7118884000,-241682000,5,-,0.0,0.0
3521,2021/03,68.7,599079000,-177740000,-,-,0.0,10.0
3524,2021/04,26.3,17680463000,772613000,50,30.89,0.0,9.0
3526,2021/03,34.7,51248000000,359000000,-,-,0.0,0.0
3528,2021/03,51.3,10510298000,-395837000,-,794.84,1.0,1.0
3529,2021/03,76.3,16228000000,-2593000000,-,-,0.0,0.0
3536,2021/08,10.9,11807000000,372000000,3,29.59,1.0,2.0
3537,2021/03,52.3,17032260000,157638000,18,26.33,0.0,3.0
3538,2021/06,44.4,40776283000,2290149000,28.26,8.73,4.0,4.0
3539,2021/07,58.2,129823000000,6575000000,30,18.82,1.0,2.0
3540,2020/12,72.8,37393000000,4702905000,58.42,5.16,2.0,2.0
3541,2021/08,37.6,4737000000,-193000000,-,-,0.0,4.0
3542,2021/03,62.5,19313277000,1824747000,10,9,0.0,3.0
3543,2021/02,31.8,28836000000,5511000000,39,56.49,0.0,0.0
3544,2021/05,22.5,83240000000,640000000,28,22.3,0.0,2.0
3546,2021/02,29.7,157404000000,8350619000,36,16.93,1.0,4.0
3547,2020/11,23.3,8706996000,-40677000,10,-,0.0,0.0
3548,2021/02,50.4,50590000000,1312000000,32,366.4,0.0,0.0
3549,2021/05,39.6,305880000000,16619000000,23,5.55,3.0,3.0
3550,2021/02,68.8,4005491000,94198000,5,182.08,0.0,3.0
3551,2021/03,38.9,35865045000,848695000,25,27.48,1.0,9.0
3553,2021/03,62.1,41182000000,1571000000,26,47.5,0.0,3.0
3557,2021/02,0.4,3351977000,-1428094000,-,-,0.0,2.0
